-0.07,0.01,-0.08,214.9247589111328
-0.07,0.015,-0.08,270.8006896972656
-0.07,0.02,-0.08,331.4436340332031
-0.07,0.025,-0.08,393.5801086425781
-0.07,0.03,-0.08,453.2458190917969
-0.07,0.035,-0.08,509.0881652832031
-0.07,0.04,-0.08,560.6602172851562
-0.07,0.045,-0.08,608.0260009765625
-0.07,0.05,-0.08,651.0068359375
-0.07,0.055,-0.08,688.2529907226562
-0.07,0.06,-0.08,720.1796264648438
-0.07,0.065,-0.08,747.3618774414062
-0.07,0.07,-0.08,770.3270263671875
-0.07,0.075,-0.08,789.5535278320312
-0.07,0.08,-0.08,805.4703979492188
-0.07,0.085,-0.08,818.4608764648438
-0.07,0.09,-0.08,828.8645629882812
-0.07,0.095,-0.08,836.9840087890625
-0.07,0.1,-0.08,843.0848999023438
-0.07,0.105,-0.08,847.4029541015625
-0.07,0.11,-0.08,850.1463012695312
-0.07,0.115,-0.08,851.49951171875
-0.07,0.12,-0.08,851.625732421875
-0.07,0.125,-0.08,850.6694946289062
-0.07,0.13,-0.08,848.7594604492188
-0.07,0.135,-0.08,846.010498046875
-0.07,0.14,-0.08,842.5242919921875
-0.07,0.145,-0.08,838.3912963867188
-0.07,0.15,-0.08,833.693115234375
-0.07,0.155,-0.08,828.50244140625
-0.07,0.16,-0.08,822.8838500976562
-0.07,0.165,-0.08,816.8958740234375
-0.07,0.17,-0.08,810.5902709960938
-0.07,0.175,-0.08,804.0135498046875
-0.07,0.18,-0.08,797.207763671875
-0.07,0.185,-0.08,790.2098999023438
-0.07,0.19,-0.08,783.0540161132812
-0.07,0.195,-0.08,775.7696533203125
-0.07,0.2,-0.08,768.383544921875
-0.07,0.205,-0.08,760.9203491210938
-0.07,0.21,-0.08,753.4011840820312
-0.07,0.215,-0.08,745.8446655273438
-0.07,0.22,-0.08,738.2682495117188
-0.07,0.225,-0.08,730.6873779296875
-0.07,0.23,-0.08,723.11474609375
-0.07,0.235,-0.08,715.5628051757812
-0.07,0.24,-0.08,708.0421752929688
-0.07,0.245,-0.08,700.5615844726562
-0.07,0.25,-0.08,693.1298217773438
-0.07,0.255,-0.08,685.753662109375
-0.07,0.26,-0.08,678.439453125
-0.07,0.265,-0.08,671.1922607421875
-0.07,0.27,-0.08,664.017333984375
-0.07,0.275,-0.08,656.9183959960938
-0.07,0.28,-0.08,649.8989868164062
-0.07,0.285,-0.08,642.9614868164062
-0.07,0.29,-0.08,636.1088256835938
-0.07,0.295,-0.08,629.3428344726562
-0.07,0.3,-0.08,622.6647338867188
-0.07,0.305,-0.08,616.0761108398438
-0.07,0.01,-0.075,303.7197265625
-0.07,0.015,-0.075,357.5771789550781
-0.07,0.02,-0.075,417.9959716796875
-0.07,0.025,-0.075,479.77166748046875
-0.07,0.03,-0.075,538.4876098632812
-0.07,0.035,-0.075,593.052001953125
-0.07,0.04,-0.075,643.2019653320312
-0.07,0.045,-0.075,688.9638061523438
-0.07,0.05,-0.075,729.63525390625
-0.07,0.055,-0.075,764.295654296875
-0.07,0.06,-0.075,793.5640258789062
-0.07,0.065,-0.075,818.05419921875
-0.07,0.07,-0.075,838.3245849609375
-0.07,0.075,-0.075,854.8775634765625
-0.07,0.08,-0.075,868.1613159179688
-0.07,0.085,-0.075,878.573974609375
-0.07,0.09,-0.075,886.4657592773438
-0.07,0.095,-0.075,892.1458740234375
-0.07,0.1,-0.075,895.8860473632812
-0.07,0.105,-0.075,897.92529296875
-0.07,0.11,-0.075,898.4732666015625
-0.07,0.115,-0.075,897.7155151367188
-0.07,0.12,-0.075,895.8142700195312
-0.07,0.125,-0.075,892.9144287109375
-0.07,0.13,-0.075,889.1429443359375
-0.07,0.135,-0.075,884.6119384765625
-0.07,0.14,-0.075,879.4218139648438
-0.07,0.145,-0.075,873.6609497070312
-0.07,0.15,-0.075,867.4083251953125
-0.07,0.155,-0.075,860.7337646484375
-0.07,0.16,-0.075,853.699951171875
-0.07,0.165,-0.075,846.3618774414062
-0.07,0.17,-0.075,838.769287109375
-0.07,0.175,-0.075,830.9666137695312
-0.07,0.18,-0.075,822.992431640625
-0.07,0.185,-0.075,814.8820190429688
-0.07,0.19,-0.075,806.6660766601562
-0.07,0.195,-0.075,798.3724365234375
-0.07,0.2,-0.075,790.0255737304688
-0.07,0.205,-0.075,781.6471557617188
-0.07,0.21,-0.075,773.2564086914062
-0.07,0.215,-0.075,764.8705444335938
-0.07,0.22,-0.075,756.5043334960938
-0.07,0.225,-0.075,748.1709594726562
-0.07,0.23,-0.075,739.8821411132812
-0.07,0.235,-0.075,731.6480102539062
-0.07,0.24,-0.075,723.4774780273438
-0.07,0.245,-0.075,715.3779907226562
-0.07,0.25,-0.075,707.3563232421875
-0.07,0.255,-0.075,699.4180297851562
-0.07,0.26,-0.075,691.56787109375
-0.07,0.265,-0.075,683.8101806640625
-0.07,0.27,-0.075,676.14794921875
-0.07,0.275,-0.075,668.5846557617188
-0.07,0.28,-0.075,661.1218872070312
-0.07,0.285,-0.075,653.76171875
-0.07,0.29,-0.075,646.5052490234375
-0.07,0.295,-0.075,639.3539428710938
-0.07,0.3,-0.075,632.3079223632812
