-0.08,0.01,-0.08,223.7362823486328
-0.08,0.015,-0.08,286.1626892089844
-0.08,0.02,-0.08,341.9996337890625
-0.08,0.025,-0.08,390.3978576660156
-0.08,0.03,-0.08,431.1433410644531
-0.08,0.035,-0.08,464.66522216796875
-0.08,0.04,-0.08,493.2032470703125
-0.08,0.045,-0.08,520.5416259765625
-0.08,0.05,-0.08,547.917236328125
-0.08,0.055,-0.08,573.4240112304688
-0.08,0.06,-0.08,597.1426391601562
-0.08,0.065,-0.08,618.85693359375
-0.08,0.07,-0.08,638.29736328125
-0.08,0.075,-0.08,655.700439453125
-0.08,0.08,-0.08,671.3530883789062
-0.08,0.085,-0.08,685.4808349609375
-0.08,0.09,-0.08,698.2611083984375
-0.08,0.095,-0.08,709.8342895507812
-0.08,0.1,-0.08,720.3126220703125
-0.08,0.105,-0.08,729.7858276367188
-0.08,0.11,-0.08,738.328125
-0.08,0.115,-0.08,746.0012817382812
-0.08,0.12,-0.08,752.8569946289062
-0.08,0.125,-0.08,758.9414672851562
-0.08,0.13,-0.08,764.2952880859375
-0.08,0.135,-0.08,768.955322265625
-0.08,0.14,-0.08,772.956298828125
-0.08,0.145,-0.08,776.3303833007812
-0.08,0.15,-0.08,779.10888671875
-0.08,0.155,-0.08,781.3215942382812
-0.08,0.16,-0.08,782.997314453125
-0.08,0.165,-0.08,784.164306640625
-0.08,0.17,-0.08,784.8501586914062
-0.08,0.175,-0.08,785.0814819335938
-0.08,0.18,-0.08,784.884765625
-0.08,0.185,-0.08,784.2849731445312
-0.08,0.19,-0.08,783.30712890625
-0.08,0.195,-0.08,781.9749145507812
-0.08,0.2,-0.08,780.3111572265625
-0.08,0.205,-0.08,778.339111328125
-0.08,0.21,-0.08,776.0792236328125
-0.08,0.215,-0.08,773.5523681640625
-0.08,0.22,-0.08,770.7784423828125
-0.08,0.225,-0.08,767.7760620117188
-0.08,0.23,-0.08,764.5632934570312
-0.08,0.235,-0.08,761.1572875976562
-0.08,0.24,-0.08,757.5738525390625
-0.08,0.245,-0.08,753.8287963867188
-0.08,0.25,-0.08,749.9365234375
-0.08,0.255,-0.08,745.9107666015625
-0.08,0.26,-0.08,741.7640991210938
-0.08,0.265,-0.08,737.5090942382812
-0.08,0.27,-0.08,733.1574096679688
-0.08,0.275,-0.08,728.7190551757812
-0.08,0.28,-0.08,724.2049560546875
-0.08,0.285,-0.08,719.623779296875
